project	sample_id	sample_type	date_collected	time_point_h	cage_id	mouse_type	pretreatment	mouse_id	gender	gavage_dose_200ul	strain_bcs	strains	tube_type	tube_weight_empty	tube_weight_full	stool_weight_mg	cfu_g_stool	cfu_incubation_time	dna_conc_ng_ul	dna_conc_ng_ul
P4C2T4	s11	stool DNA	250401	5 h	cage6	SPF	None	mA	female	1000000	ST1a|ST2d|ST4a|ST5a|ST6a	E. coli|E.coli|B.uniformis|B.longum|P.distasonis	2ml_screwcap	1694.6	1736.8	42.2			4.99020597	0.52167832
P4C2T4	s12	stool CFU	250401	5 h	cage6	SPF	None	mA	female	1000000	ST1a|ST2d|ST4a|ST5a|ST6a	E. coli|E.coli|B.uniformis|B.longum|P.distasonis	2ml_screwcap	1722.5	1761.3	38.8			#N/A	#N/A
P4C2T4	s13	stool DNA	250401	5 h	cage7	SPF	None	mA	female	1000000	ST1a|ST2d|ST4a|ST5a|ST6a	E. coli|E.coli|B.uniformis|B.longum|P.distasonis	2ml_screwcap	1651.3	1696.2	44.9			5.56420679	0.62957043
P4C2T4	s14	stool CFU	250401	5 h	cage7	SPF	None	mA	female	1000000	ST1a|ST2d|ST4a|ST5a|ST6a	E. coli|E.coli|B.uniformis|B.longum|P.distasonis	2ml_screwcap	1685	1701.8	16.8			#N/A	#N/A
P4C2T4	s15	stool DNA	250401	5 h	cage8	SPF	antibiotic_vancomycin	mA	female	1000000	ST1a|ST2d|ST4a|ST5a|ST6a	E. coli|E.coli|B.uniformis|B.longum|P.distasonis	2ml_screwcap	1648.1	#N/A	#N/A			#N/A	#N/A
P4C2T4	s16	stool CFU	250401	5 h	cage8	SPF	antibiotic_vancomycin	mA	female	1000000	ST1a|ST2d|ST4a|ST5a|ST6a	E. coli|E.coli|B.uniformis|B.longum|P.distasonis	2ml_screwcap	1728.3	#N/A	#N/A			#N/A	#N/A
P4C2T4	s17	stool DNA	250402	24 h	cage1	germ_free	None	mA	female	1000000	ST1a|ST2d|ST4a|ST5a|ST6a	E. coli|E.coli|B.uniformis|B.longum|P.distasonis	2ml_screwcap	1699.6	1722.7	23.1			2.73457918	2.47272727
P4C2T4	s18	stool CFU	250402	24 h	cage1	germ_free	None	mA	female	1000000	ST1a|ST2d|ST4a|ST5a|ST6a	E. coli|E.coli|B.uniformis|B.longum|P.distasonis	2ml_screwcap	1801.2	1837.7	36.5			#N/A	#N/A
P4C2T4	s19	stool DNA	250402	24 h	cage2	germ_free	None	mA	female	1000000	ST1a|ST2d|ST4a|ST5a|ST6a	E. coli|E.coli|B.uniformis|B.longum|P.distasonis	2ml_screwcap	1641.2	1708.8	67.6			4.81014868	2.68951049
P4C2T4	s20	stool CFU	250402	24 h	cage2	germ_free	None	mA	female	1000000	ST1a|ST2d|ST4a|ST5a|ST6a	E. coli|E.coli|B.uniformis|B.longum|P.distasonis	2ml_screwcap	1728.6	1762	33.4			#N/A	#N/A
P4C2T4	s21	stool DNA	250402	24 h	cage3	germ_free	donor_BSD2780	mA	female	1000000	ST1a|ST2d|ST4a|ST5a|ST6a	E. coli|E.coli|B.uniformis|B.longum|P.distasonis	2ml_screwcap	1663.8	1713.3	49.5			5.8413859	0.62757243
P4C2T4	s22	stool CFU	250402	24 h	cage3	germ_free	donor_BSD2780	mA	female	1000000	ST1a|ST2d|ST4a|ST5a|ST6a	E. coli|E.coli|B.uniformis|B.longum|P.distasonis	2ml_screwcap	1753.1	1785.5	32.4			#N/A	#N/A
P4C2T4	s23	stool DNA	250402	24 h	cage4	germ_free	donor_BSD2780	mA	female	1000000	ST1a|ST2d|ST4a|ST5a|ST6a	E. coli|E.coli|B.uniformis|B.longum|P.distasonis	2ml_screwcap	1691.2	1728	36.8			3.53938071	0.51468531
P4C2T4	s24	stool CFU	250402	24 h	cage4	germ_free	donor_BSD2780	mA	female	1000000	ST1a|ST2d|ST4a|ST5a|ST6a	E. coli|E.coli|B.uniformis|B.longum|P.distasonis	2ml_screwcap	1744.3	1783.7	39.4			#N/A	#N/A
P4C2T4	s25	stool DNA	250402	24 h	cage5	SPF	antibiotic_vancomycin	mA	female	1000000	ST1a|ST2d|ST4a|ST5a|ST6a	E. coli|E.coli|B.uniformis|B.longum|P.distasonis	2ml_screwcap	1651.7	1684.3	32.6			4.36491611	1.3018981
P4C2T4	s26	stool CFU	250402	24 h	cage5	SPF	antibiotic_vancomycin	mA	female	1000000	ST1a|ST2d|ST4a|ST5a|ST6a	E. coli|E.coli|B.uniformis|B.longum|P.distasonis	2ml_screwcap	1755.3	1782.9	27.6			#N/A	#N/A
P4C2T4	s27	stool DNA	250402	24 h	cage6	SPF	None	mA	female	1000000	ST1a|ST2d|ST4a|ST5a|ST6a	E. coli|E.coli|B.uniformis|B.longum|P.distasonis	2ml_screwcap	1652	1664.5	12.5			2.77713818	0.41278721
P4C2T4	s28	stool CFU	250402	24 h	cage6	SPF	None	mA	female	1000000	ST1a|ST2d|ST4a|ST5a|ST6a	E. coli|E.coli|B.uniformis|B.longum|P.distasonis	2ml_screwcap	1712.3	1727.7	15.4			#N/A	#N/A
P4C2T4	s29	stool DNA	250402	24 h	cage7	SPF	None	mA	female	1000000	ST1a|ST2d|ST4a|ST5a|ST6a	E. coli|E.coli|B.uniformis|B.longum|P.distasonis	2ml_screwcap	1642.4	1658	15.6			3.18690492	0.45174825
P4C2T4	s30	stool CFU	250402	24 h	cage7	SPF	None	mA	female	1000000	ST1a|ST2d|ST4a|ST5a|ST6a	E. coli|E.coli|B.uniformis|B.longum|P.distasonis	2ml_screwcap	1740.4	1775.1	34.7			#N/A	#N/A
P4C2T4	s31	stool DNA	250402	24 h	cage8	SPF	antibiotic_vancomycin	mA	female	1000000	ST1a|ST2d|ST4a|ST5a|ST6a	E. coli|E.coli|B.uniformis|B.longum|P.distasonis	2ml_screwcap	1681.5	#N/A	#N/A			#N/A	#N/A
P4C2T4	s32	stool CFU	250402	24 h	cage8	SPF	antibiotic_vancomycin	mA	female	1000000	ST1a|ST2d|ST4a|ST5a|ST6a	E. coli|E.coli|B.uniformis|B.longum|P.distasonis	2ml_screwcap	1723.2	#N/A	#N/A			#N/A	#N/A
P4C2T4	s33	SI DNA	250402	24 h	cage1	germ_free	None	mA	female	1000000	ST1a|ST2d|ST4a|ST5a|ST6a	E. coli|E.coli|B.uniformis|B.longum|P.distasonis	2ml_screwcap	1650	1702.3	52.3			2.8066021	1.55464535
P4C2T4	s34	SI CFU	250402	24 h	cage1	germ_free	None	mA	female	1000000	ST1a|ST2d|ST4a|ST5a|ST6a	E. coli|E.coli|B.uniformis|B.longum|P.distasonis	2ml_screwcap	1685	1719	34			#N/A	#N/A
P4C2T4	s35	SI DNA	250402	24 h	cage2	germ_free	None	mA	female	1000000	ST1a|ST2d|ST4a|ST5a|ST6a	E. coli|E.coli|B.uniformis|B.longum|P.distasonis	2ml_screwcap	1682.9	1759.5	76.6			1.70661574	1.7984016
P4C2T4	s36	SI CFU	250402	24 h	cage2	germ_free	None	mA	female	1000000	ST1a|ST2d|ST4a|ST5a|ST6a	E. coli|E.coli|B.uniformis|B.longum|P.distasonis	2ml_screwcap	1744.7	1798.4	53.7			#N/A	#N/A
P4C2T4	s37	SI DNA	250402	24 h	cage3	germ_free	donor_BSD2780	mA	female	1000000	ST1a|ST2d|ST4a|ST5a|ST6a	E. coli|E.coli|B.uniformis|B.longum|P.distasonis	2ml_screwcap	1689.7	1745	55.3			2.41866048	0.41478521
P4C2T4	s38	SI CFU	250402	24 h	cage3	germ_free	donor_BSD2780	mA	female	1000000	ST1a|ST2d|ST4a|ST5a|ST6a	E. coli|E.coli|B.uniformis|B.longum|P.distasonis	2ml_screwcap	1760.7	1812.7	52			#N/A	#N/A
P4C2T4	s39	SI DNA	250402	24 h	cage4	germ_free	donor_BSD2780	mA	female	1000000	ST1a|ST2d|ST4a|ST5a|ST6a	E. coli|E.coli|B.uniformis|B.longum|P.distasonis	2ml_screwcap	1710.4	1742.3	31.9			1.07150457	0.3988012
P4C2T4	s40	SI CFU	250402	24 h	cage4	germ_free	donor_BSD2780	mA	female	1000000	ST1a|ST2d|ST4a|ST5a|ST6a	E. coli|E.coli|B.uniformis|B.longum|P.distasonis	2ml_screwcap	1769.3	1831.9	62.6			#N/A	#N/A
P4C2T4	s41	SI DNA	250402	24 h	cage5	SPF	antibiotic_vancomycin	mA	female	1000000	ST1a|ST2d|ST4a|ST5a|ST6a	E. coli|E.coli|B.uniformis|B.longum|P.distasonis	2ml_screwcap	1660.5	1713	52.5			1.93414268	0.43176823
P4C2T4	s42	SI CFU	250402	24 h	cage5	SPF	antibiotic_vancomycin	mA	female	1000000	ST1a|ST2d|ST4a|ST5a|ST6a	E. coli|E.coli|B.uniformis|B.longum|P.distasonis	2ml_screwcap	1816.6	1886.8	70.2			#N/A	#N/A
P4C2T4	s43	SI DNA	250402	24 h	cage6	SPF	None	mA	female	1000000	ST1a|ST2d|ST4a|ST5a|ST6a	E. coli|E.coli|B.uniformis|B.longum|P.distasonis	2ml_screwcap	1659.9	1720.2	60.3			0.58589551	0.36683317
P4C2T4	s44	SI CFU	250402	24 h	cage6	SPF	None	mA	female	1000000	ST1a|ST2d|ST4a|ST5a|ST6a	E. coli|E.coli|B.uniformis|B.longum|P.distasonis	2ml_screwcap	1766.6	1802.3	35.7			#N/A	#N/A
P4C2T4	s45	SI DNA	250402	24 h	cage7	SPF	None	mA	female	1000000	ST1a|ST2d|ST4a|ST5a|ST6a	E. coli|E.coli|B.uniformis|B.longum|P.distasonis	2ml_screwcap	1658.7	1692.8	34.1			1.40870277	0.48771229
P4C2T4	s46	SI CFU	250402	24 h	cage7	SPF	None	mA	female	1000000	ST1a|ST2d|ST4a|ST5a|ST6a	E. coli|E.coli|B.uniformis|B.longum|P.distasonis	2ml_screwcap	1713.8	1734.1	20.3			#N/A	#N/A
P4C2T4	s47	SI DNA	250402	24 h	cage8	SPF	antibiotic_vancomycin	mA	female	1000000	ST1a|ST2d|ST4a|ST5a|ST6a	E. coli|E.coli|B.uniformis|B.longum|P.distasonis	2ml_screwcap	1651.1	#N/A	#N/A			#N/A	#N/A
P4C2T4	s48	SI CFU	250402	24 h	cage8	SPF	antibiotic_vancomycin	mA	female	1000000	ST1a|ST2d|ST4a|ST5a|ST6a	E. coli|E.coli|B.uniformis|B.longum|P.distasonis	2ml_screwcap	1710.3	#N/A	#N/A			#N/A	#N/A
P4C2T4	s49	Cecum DNA	250402	24 h	cage1	germ_free	None	mA	female	1000000	ST1a|ST2d|ST4a|ST5a|ST6a	E. coli|E.coli|B.uniformis|B.longum|P.distasonis	2ml_screwcap	1659.5	1798.7	139.2			7.88858273	2.03216783
P4C2T4	s50	Cecum CFU	250402	24 h	cage1	germ_free	None	mA	female	1000000	ST1a|ST2d|ST4a|ST5a|ST6a	E. coli|E.coli|B.uniformis|B.longum|P.distasonis	2ml_screwcap	1757.8	2005.4	247.6			#N/A	#N/A
P4C2T4	s51	Cecum DNA	250402	24 h	cage2	germ_free	None	mA	female	1000000	ST1a|ST2d|ST4a|ST5a|ST6a	E. coli|E.coli|B.uniformis|B.longum|P.distasonis	2ml_screwcap	1695.5	1855.9	160.4			5.7988269	2.34385614
P4C2T4	s52	Cecum CFU	250402	24 h	cage2	germ_free	None	mA	female	1000000	ST1a|ST2d|ST4a|ST5a|ST6a	E. coli|E.coli|B.uniformis|B.longum|P.distasonis	2ml_screwcap	1778.7	1930.1	151.4			#N/A	#N/A
P4C2T4	s53	Cecum DNA	250402	24 h	cage3	germ_free	donor_BSD2780	mA	female	1000000	ST1a|ST2d|ST4a|ST5a|ST6a	E. coli|E.coli|B.uniformis|B.longum|P.distasonis	2ml_screwcap	1688.2	1855.6	167.4			5.55547674	0.77642358
P4C2T4	s54	Cecum CFU	250402	24 h	cage3	germ_free	donor_BSD2780	mA	female	1000000	ST1a|ST2d|ST4a|ST5a|ST6a	E. coli|E.coli|B.uniformis|B.longum|P.distasonis	2ml_screwcap	1718.7	1890.4	171.7			#N/A	#N/A
P4C2T4	s55	Cecum DNA	250402	24 h	cage4	germ_free	donor_BSD2780	mA	female	1000000	ST1a|ST2d|ST4a|ST5a|ST6a	E. coli|E.coli|B.uniformis|B.longum|P.distasonis	2ml_screwcap	1654	1763.1	109.1			7.03412904	0.61958042
P4C2T4	s56	Cecum CFU	250402	24 h	cage4	germ_free	donor_BSD2780	mA	female	1000000	ST1a|ST2d|ST4a|ST5a|ST6a	E. coli|E.coli|B.uniformis|B.longum|P.distasonis	2ml_screwcap	1756.9	1914.3	157.4			#N/A	#N/A
P4C2T4	s57	Cecum DNA	250402	24 h	cage5	SPF	antibiotic_vancomycin	mA	female	1000000	ST1a|ST2d|ST4a|ST5a|ST6a	E. coli|E.coli|B.uniformis|B.longum|P.distasonis	2ml_screwcap	1671.5	1958.3	286.8			6.20368299	0.88531469
P4C2T4	s58	Cecum CFU	250402	24 h	cage5	SPF	antibiotic_vancomycin	mA	female	1000000	ST1a|ST2d|ST4a|ST5a|ST6a	E. coli|E.coli|B.uniformis|B.longum|P.distasonis	2ml_screwcap	1776.9	1957.4	180.5			#N/A	#N/A
P4C2T4	s59	Cecum DNA	250402	24 h	cage6	SPF	None	mA	female	1000000	ST1a|ST2d|ST4a|ST5a|ST6a	E. coli|E.coli|B.uniformis|B.longum|P.distasonis	2ml_screwcap	1689.8	1774.1	84.3			6.61344973	0.70749251
P4C2T4	s60	Cecum CFU	250402	24 h	cage6	SPF	None	mA	female	1000000	ST1a|ST2d|ST4a|ST5a|ST6a	E. coli|E.coli|B.uniformis|B.longum|P.distasonis	2ml_screwcap	1726.8	1829.4	102.6			#N/A	#N/A
P4C2T4	s61	Cecum DNA	250402	24 h	cage7	SPF	None	mA	female	1000000	ST1a|ST2d|ST4a|ST5a|ST6a	E. coli|E.coli|B.uniformis|B.longum|P.distasonis	2ml_screwcap	1673.9	1803.6	129.7			7.43680262	0.84135864
P4C2T4	s62	Cecum CFU	250402	24 h	cage7	SPF	None	mA	female	1000000	ST1a|ST2d|ST4a|ST5a|ST6a	E. coli|E.coli|B.uniformis|B.longum|P.distasonis	2ml_screwcap	1746.3	1781.5	35.2			#N/A	#N/A
P4C2T4	s63	Cecum DNA	250402	24 h	cage8	SPF	antibiotic_vancomycin	mA	female	1000000	ST1a|ST2d|ST4a|ST5a|ST6a	E. coli|E.coli|B.uniformis|B.longum|P.distasonis	2ml_screwcap	1641.9	#N/A	#N/A			#N/A	#N/A
P4C2T4	s64	Cecum CFU	250402	24 h	cage8	SPF	antibiotic_vancomycin	mA	female	1000000	ST1a|ST2d|ST4a|ST5a|ST6a	E. coli|E.coli|B.uniformis|B.longum|P.distasonis	2ml_screwcap	1704.3	#N/A	#N/A			#N/A	#N/A
P4C2T4	s65	Pr. Colon DNA	250402	24 h	cage1	germ_free	None	mA	female	1000000	ST1a|ST2d|ST4a|ST5a|ST6a	E. coli|E.coli|B.uniformis|B.longum|P.distasonis	2ml_screwcap	1709.3	1770.2	60.9			2.33135998	1.84735265
P4C2T4	s66	Pr. Colon CFU	250402	24 h	cage1	germ_free	None	mA	female	1000000	ST1a|ST2d|ST4a|ST5a|ST6a	E. coli|E.coli|B.uniformis|B.longum|P.distasonis	2ml_screwcap	1704.5	1677.8	-26.7			#N/A	#N/A
P4C2T4	s67	Pr. Colon DNA	250402	24 h	cage2	germ_free	None	mA	female	1000000	ST1a|ST2d|ST4a|ST5a|ST6a	E. coli|E.coli|B.uniformis|B.longum|P.distasonis	2ml_screwcap	1649.4	1746.5	97.1			5.70716137	2.64655345
P4C2T4	s68	Pr. Colon CFU	250402	24 h	cage2	germ_free	None	mA	female	1000000	ST1a|ST2d|ST4a|ST5a|ST6a	E. coli|E.coli|B.uniformis|B.longum|P.distasonis	2ml_screwcap	1753.4	1741.7	-11.7			#N/A	#N/A
P4C2T4	s69	Pr. Colon DNA	250402	24 h	cage3	germ_free	donor_BSD2780	mA	female	1000000	ST1a|ST2d|ST4a|ST5a|ST6a	E. coli|E.coli|B.uniformis|B.longum|P.distasonis	2ml_screwcap	1705.3	1741	35.7			5.00875733	0.55264735
P4C2T4	s70	Pr. Colon CFU	250402	24 h	cage3	germ_free	donor_BSD2780	mA	female	1000000	ST1a|ST2d|ST4a|ST5a|ST6a	E. coli|E.coli|B.uniformis|B.longum|P.distasonis	2ml_screwcap	1713	1775.2	62.2			#N/A	#N/A
P4C2T4	s71	Pr. Colon DNA	250402	24 h	cage4	germ_free	donor_BSD2780	mA	female	1000000	ST1a|ST2d|ST4a|ST5a|ST6a	E. coli|E.coli|B.uniformis|B.longum|P.distasonis	2ml_screwcap	1657.4	1681.8	24.4			5.19972719	0.43376623
P4C2T4	s72	Pr. Colon CFU	250402	24 h	cage4	germ_free	donor_BSD2780	mA	female	1000000	ST1a|ST2d|ST4a|ST5a|ST6a	E. coli|E.coli|B.uniformis|B.longum|P.distasonis	2ml_screwcap	1712	1761.3	49.3			#N/A	#N/A
P4C2T4	s73	Pr. Colon DNA	250402	24 h	cage5	SPF	antibiotic_vancomycin	mA	female	1000000	ST1a|ST2d|ST4a|ST5a|ST6a	E. coli|E.coli|B.uniformis|B.longum|P.distasonis	2ml_screwcap	1651.4	1685	33.6			4.51714636	0.95024975
P4C2T4	s74	Pr. Colon CFU	250402	24 h	cage5	SPF	antibiotic_vancomycin	mA	female	1000000	ST1a|ST2d|ST4a|ST5a|ST6a	E. coli|E.coli|B.uniformis|B.longum|P.distasonis	2ml_screwcap	1711.8	1741.3	29.5			#N/A	#N/A
P4C2T4	s75	Pr. Colon DNA	250402	24 h	cage6	SPF	None	mA	female	1000000	ST1a|ST2d|ST4a|ST5a|ST6a	E. coli|E.coli|B.uniformis|B.longum|P.distasonis	2ml_screwcap	1693.9	1714	20.1			3.53665257	0.46573427
P4C2T4	s76	Pr. Colon CFU	250402	24 h	cage6	SPF	None	mA	female	1000000	ST1a|ST2d|ST4a|ST5a|ST6a	E. coli|E.coli|B.uniformis|B.longum|P.distasonis	2ml_screwcap	1718.8	1744.8	26			#N/A	#N/A
P4C2T4	s77	Pr. Colon DNA	250402	24 h	cage7	SPF	None	mA	female	1000000	ST1a|ST2d|ST4a|ST5a|ST6a	E. coli|E.coli|B.uniformis|B.longum|P.distasonis	2ml_screwcap	1653.8	1676.5	22.7			3.12579457	0.44075924
P4C2T4	s78	Pr. Colon CFU	250402	24 h	cage7	SPF	None	mA	female	1000000	ST1a|ST2d|ST4a|ST5a|ST6a	E. coli|E.coli|B.uniformis|B.longum|P.distasonis	2ml_screwcap	1736.9	1763.6	26.7			#N/A	#N/A
P4C2T4	s79	Pr. Colon DNA	250402	24 h	cage8	SPF	antibiotic_vancomycin	mA	female	1000000	ST1a|ST2d|ST4a|ST5a|ST6a	E. coli|E.coli|B.uniformis|B.longum|P.distasonis	2ml_screwcap	1704.8	#N/A	#N/A			#N/A	#N/A
P4C2T4	s80	Pr. Colon CFU	250402	24 h	cage8	SPF	antibiotic_vancomycin	mA	female	1000000	ST1a|ST2d|ST4a|ST5a|ST6a	E. coli|E.coli|B.uniformis|B.longum|P.distasonis	2ml_screwcap	1699.4	#N/A	#N/A			#N/A	#N/A
P4C2T4	s81	Gavage DNA	250402	0 h	Gavage	NA	NA	NA	NA	1000000	ST1a|ST2d|ST4a|ST5a|ST6a	E. coli|E.coli|B.uniformis|B.longum|P.distasonis	2ml_screwcap			200 ul			-0.0901378	1.21998002
P4C2T4	s82	Gavage DNA	250402	0 h	Gavage	NA	NA	NA	NA	1000000	ST1a|ST2d|ST4a|ST5a|ST6a	E. coli|E.coli|B.uniformis|B.longum|P.distasonis	2ml_screwcap			200 ul			-0.0846815	1.203996
	NTC	control																		
	WATER	control																		
