project	sample_id	sample_type	date_collected	time_point_h	cage_id	mouse_type	pretreatment	mouse_id	gender	gavage_dose_200ul	strain_bcs	strains	tube_type	tube_weight_empty	tube_weight_full	stool_weight_mg	cfu_g_stool	cfu_incubation_time	dna_conc_ng_ul	dna_conc_ng_ul
P4C3T1	s30	SI CFU		24 h	cage3	germ_free	None	mA	female	10^6	ST1a|ST2d	E. coli|E.coli	2ml_screwcap							
P4C3T1	s31	SI DNA		24 h	cage4	germ_free	None	mA	female	10^6	ST1a|ST2d	E. coli|E.coli	2ml_screwcap							
P4C3T1	s32	SI CFU		24 h	cage4	germ_free	None	mA	female	10^6	ST1a|ST2d	E. coli|E.coli	2ml_screwcap							
P4C3T1	s33	SI DNA		24 h	cage5	germ_free	None	mA	female	10^4	ST1a|ST2d	E. coli|E.coli	2ml_screwcap							
P4C3T1	s34	SI CFU		24 h	cage5	germ_free	None	mA	female	10^4	ST1a|ST2d	E. coli|E.coli	2ml_screwcap							
P4C3T1	s35	SI DNA		24 h	cage6	germ_free	None	mA	female	10^4	ST1a|ST2d	E. coli|E.coli	2ml_screwcap							
P4C3T1	s36	SI CFU		24 h	cage6	germ_free	None	mA	female	10^4	ST1a|ST2d	E. coli|E.coli	2ml_screwcap							
P4C3T1	s37	Cecum DNA		24 h	cage1	germ_free	None	mA	female	10^8	ST1a|ST2d	E. coli|E.coli	2ml_screwcap							
P4C3T1	s38	Cecum CFU		24 h	cage1	germ_free	None	mA	female	10^8	ST1a|ST2d	E. coli|E.coli	2ml_screwcap							
P4C3T1	s39	Cecum DNA		24 h	cage2	germ_free	None	mA	female	10^8	ST1a|ST2d	E. coli|E.coli	2ml_screwcap							
P4C3T1	s40	Cecum CFU		24 h	cage2	germ_free	None	mA	female	10^8	ST1a|ST2d	E. coli|E.coli	2ml_screwcap							
P4C3T1	s41	Cecum DNA		24 h	cage3	germ_free	None	mA	female	10^6	ST1a|ST2d	E. coli|E.coli	2ml_screwcap							
P4C3T1	s42	Cecum CFU		24 h	cage3	germ_free	None	mA	female	10^6	ST1a|ST2d	E. coli|E.coli	2ml_screwcap							
P4C3T1	s43	Cecum DNA		24 h	cage4	germ_free	None	mA	female	10^6	ST1a|ST2d	E. coli|E.coli	2ml_screwcap							
P4C3T1	s44	Cecum CFU		24 h	cage4	germ_free	None	mA	female	10^6	ST1a|ST2d	E. coli|E.coli	2ml_screwcap							
P4C3T1	s45	Cecum DNA		24 h	cage5	germ_free	None	mA	female	10^4	ST1a|ST2d	E. coli|E.coli	2ml_screwcap							
P4C3T1	s46	Cecum CFU		24 h	cage5	germ_free	None	mA	female	10^4	ST1a|ST2d	E. coli|E.coli	2ml_screwcap							
P4C3T1	s47	Cecum DNA		24 h	cage6	germ_free	None	mA	female	10^4	ST1a|ST2d	E. coli|E.coli	2ml_screwcap							
P4C3T1	s48	Cecum CFU		24 h	cage6	germ_free	None	mA	female	10^4	ST1a|ST2d	E. coli|E.coli	2ml_screwcap							
P4C3T1	s49	Pr. Colon DNA		24 h	cage1	germ_free	None	mA	female	10^8	ST1a|ST2d	E. coli|E.coli	2ml_screwcap							
P4C3T1	s50	Pr. Colon CFU		24 h	cage1	germ_free	None	mA	female	10^8	ST1a|ST2d	E. coli|E.coli	2ml_screwcap							
P4C3T1	s51	Pr. Colon DNA		24 h	cage2	germ_free	None	mA	female	10^8	ST1a|ST2d	E. coli|E.coli	2ml_screwcap							
P4C3T1	s52	Pr. Colon CFU		24 h	cage2	germ_free	None	mA	female	10^8	ST1a|ST2d	E. coli|E.coli	2ml_screwcap							
P4C3T1	s53	Pr. Colon DNA		24 h	cage3	germ_free	None	mA	female	10^6	ST1a|ST2d	E. coli|E.coli	2ml_screwcap							
P4C3T1	s54	Pr. Colon CFU		24 h	cage3	germ_free	None	mA	female	10^6	ST1a|ST2d	E. coli|E.coli	2ml_screwcap							
P4C3T1	s55	Pr. Colon DNA		24 h	cage4	germ_free	None	mA	female	10^6	ST1a|ST2d	E. coli|E.coli	2ml_screwcap							
P4C3T1	s56	Pr. Colon CFU		24 h	cage4	germ_free	None	mA	female	10^6	ST1a|ST2d	E. coli|E.coli	2ml_screwcap							
P4C3T1	s57	Pr. Colon DNA		24 h	cage5	germ_free	None	mA	female	10^4	ST1a|ST2d	E. coli|E.coli	2ml_screwcap							
P4C3T1	s58	Pr. Colon CFU		24 h	cage5	germ_free	None	mA	female	10^4	ST1a|ST2d	E. coli|E.coli	2ml_screwcap							
P4C3T1	s59	Pr. Colon DNA		24 h	cage6	germ_free	None	mA	female	10^4	ST1a|ST2d	E. coli|E.coli	2ml_screwcap							
P4C3T1	s60	Pr. Colon CFU		24 h	cage6	germ_free	None	mA	female	10^4	ST1a|ST2d	E. coli|E.coli	2ml_screwcap							
P4C3T1	s61	Gavage DNA		24 h	gavage	NA	NA	NA	NA	10^8	ST1a|ST2d	E. coli|E.coli	2ml_screwcap							
P4C3T1	s62	Gavage DNA		24 h	gavage	NA	NA	NA	NA	10^8	ST1a|ST2d	E. coli|E.coli	2ml_screwcap							
P4C3T1	s63	Gavage DNA		24 h	gavage	NA	NA	NA	NA	10^6	ST1a|ST2d	E. coli|E.coli	2ml_screwcap							
P4C3T1	s64	Gavage DNA		24 h	gavage	NA	NA	NA	NA	10^6	ST1a|ST2d	E. coli|E.coli	2ml_screwcap							
P4C3T1	s65	Gavage DNA		24 h	gavage	NA	NA	NA	NA	10^4	ST1a|ST2d	E. coli|E.coli	2ml_screwcap							
P4C3T1	s66	Gavage DNA		24 h	gavage	NA	NA	NA	NA	10^4	ST1a|ST2d	E. coli|E.coli	2ml_screwcap							
